PerformanceDate,BM
2023-01-06,0.009523533
2023-01-09,0.001326919
2023-01-10,0.003680962
2023-01-11,0.00689598
2023-01-12,0.007648795
2023-01-13,0.00392099
2023-01-16,0.001345338
2023-01-17,-0.000407812
2023-01-18,0.000443374
2023-01-19,-0.001916226
2023-01-20,0.002853182
2023-01-23,0.002503198
2023-01-24,0.000591677
2023-01-25,0.003443678
2023-01-26,0.001231076
2023-01-27,-0.000500056
2023-01-30,-0.004690934
2023-01-31,0.004561716
2023-02-01,0.005354151
2023-02-02,0.003754237
2023-02-03,-0.004132551
2023-02-06,-0.006687198
2023-02-07,0.003191461
2023-02-08,-0.001441758
2023-02-09,-0.003729519
2023-02-10,-0.0063005
2023-02-13,0.004919708
2023-02-14,-0.000829553
2023-02-15,-0.000376017
2023-02-16,-0.002405144
2023-02-17,-0.000909408
2023-02-21,-0.010654707
2023-02-22,-0.000239608
2023-02-23,0.003024257
2023-02-24,-0.003047415
2023-02-27,0.001865253
2023-02-28,0.002479786
2023-03-01,-0.000519431
2023-03-02,4.35246E-05
2023-03-03,0.011803295
2023-03-06,-0.001164847
2023-03-07,-0.004182583
2023-03-08,0.003590773
2023-03-09,-0.005745771
2023-03-10,-0.003848285
2023-03-13,-0.001730549
2023-03-14,0.000831665
2023-03-15,-0.004512475
2023-03-16,0.001450435
2023-03-17,-0.001259588
2023-03-20,0.000688323
2023-03-21,0.005665285
2023-03-22,0.000247753
2023-03-23,-0.00103115
2023-03-24,0.002313688
2023-03-27,-0.002696528
2023-03-28,-0.00128569
2023-03-29,0.005038317
2023-03-30,0.003487923
2023-03-31,0.005782523
2023-04-03,0.003189062
2023-04-04,-0.000356619
2023-04-05,-0.003006701
2023-04-06,0.000655406
2023-04-10,0.001092708
2023-04-11,0.002476671
2023-04-12,-0.000440529
2023-04-13,0.001772055
2023-04-14,-0.002605011
2023-04-17,0.000642762
2023-04-18,0.001591149
2023-04-19,0.000307152
2023-04-20,0.000268031
2023-04-21,0.003269866
2023-04-24,0.001309881
2023-04-25,-0.002132464
2023-04-26,-0.003711298
2023-04-27,0.002906323
2023-04-28,0.005712085
2023-05-01,-0.004767593
2023-05-02,0.000556528
2023-05-03,0.000720778
2023-05-04,-0.004849229
2023-05-05,0.001939332
2023-05-08,-0.001989691
2023-05-09,-0.000108962
2023-05-10,-0.000234404
2023-05-11,0.001676574
2023-05-12,0.000573038
2023-05-15,0.000496523
2023-05-16,-0.008501713
2023-05-17,0.002916999
2023-05-18,-5.42767E-05
2023-05-19,0.002705951
2023-05-23,-0.006155648
2023-05-24,-0.005373784
2023-05-25,-0.002012429
2023-05-26,0.005087977
2023-05-29,0.000877027
2023-05-30,-0.00171166
2023-05-31,-0.003702813
2023-06-01,0.004257752
2023-06-02,0.006729409
2023-06-05,-0.002443048
2023-06-06,0.002484043
2023-06-07,-0.005923692
2023-06-08,0.001864834
2023-06-09,-0.000864143
2023-06-12,0.004347212
2023-06-13,-0.000693145
2023-06-14,0.001881474
2023-06-15,0.003721236
2023-06-16,-0.001985408
2023-06-19,-0.002785498
2023-06-20,-0.001561327
2023-06-21,-0.004736776
2023-06-22,-0.004875927
2023-06-23,-0.0031582
2023-06-26,0.001404756
2023-06-27,0.004861868
2023-06-28,0.005980356
2023-06-29,-0.000477557
2023-06-30,0.008567687
2023-07-04,0.00179601
2023-07-05,-0.004276155
2023-07-06,-0.007706674
2023-07-07,-0.00101625
2023-07-10,0.002330817
2023-07-11,0.003315598
2023-07-12,0.007112489
2023-07-13,0.00665019
2023-07-14,0.00055429
2023-07-17,-0.000944754
2023-07-18,0.005139154
2023-07-19,0.002522273
2023-07-20,-0.005937932
2023-07-21,0.00270078
2023-07-24,-0.001698038
2023-07-25,0.002021857
2023-07-26,0.002872628
2023-07-27,-0.007608459
2023-07-28,0.00790052
2023-07-31,0.0016568
2023-08-01,-0.00263092
2023-08-02,-0.008100296
2023-08-03,-0.004122931
2023-08-04,0.005418147
2023-08-08,0.002452369
2023-08-09,-0.001287192
2023-08-10,-0.001406227
2023-08-11,-0.000955852
2023-08-14,0.0012054
2023-08-15,-0.010768539
2023-08-16,-0.003098147
2023-08-17,-0.003722471
2023-08-18,0.001872224
2023-08-21,-0.001236831
2023-08-22,-0.000649617
2023-08-23,0.009737664
2023-08-24,-0.005032276
2023-08-25,0.002274919
2023-08-28,0.005080925
2023-08-29,0.010024676
2023-08-30,0.000911548
2023-08-31,-0.000684114
2023-09-01,0.004695827
2023-09-05,-0.005231743
2023-09-06,-0.002984392
2023-09-07,-0.00183952
2023-09-08,-0.001710833
2023-09-11,0.001875592
2023-09-12,-0.001831849
2023-09-13,-0.001228991
2023-09-14,0.006681935
2023-09-15,-0.001869274
2023-09-18,-0.003643548
2023-09-19,-0.008420103
2023-09-20,-0.001545211
2023-09-21,-0.010199493
2023-09-22,-0.000491355
2023-09-25,-0.002318166
2023-09-26,-0.007436503
2023-09-27,-0.001731563
2023-09-28,0.00373853
2023-09-29,0.001558979
2023-10-02,-0.003546134
2023-10-03,-0.009991577
2023-10-04,0.003561897
2023-10-05,0.002121289
2023-10-06,0.004445012
2023-10-10,0.008947797
2023-10-11,0.00424581
2023-10-12,-0.005073833
2023-10-13,-0.00134692
2023-10-16,0.00205902
2023-10-17,0.001872652
2023-10-18,-0.006442541
2023-10-19,-0.005828512
2023-10-20,-0.006071592
2023-10-23,-0.000185603
2023-10-24,0.002982916
2023-10-25,-0.004544777
2023-10-26,-0.000583955
2023-10-27,0.000902986
2023-10-30,0.001400491
2023-10-31,0.00207343
2023-11-01,0.0084353
2023-11-02,0.012610843
2023-11-03,0.007945735
2023-11-06,-0.001583598
2023-11-07,-0.000640756
2023-11-08,0.001033814
2023-11-09,-0.004415362
2023-11-10,0.004265043
2023-11-13,-0.000198504
2023-11-14,0.014411867
2023-11-15,-0.00073372
2023-11-16,0.002460311
2023-11-17,0.003079306
2023-11-20,0.004446555
2023-11-21,-0.002635919
2023-11-22,0.001570163
2023-11-23,-0.000775392
2023-11-24,-0.002035992
2023-11-27,0.001622398
2023-11-28,0.001373961
2023-11-29,0.003055492
2023-11-30,0.000420397
2023-12-01,0.007631735
2023-12-04,-0.001732133
2023-12-05,0.000617801
2023-12-06,0.000822762
2023-12-07,0.002393865
2023-12-08,-0.000230172
2023-12-11,-0.001850773
2023-12-12,0.000619832
2023-12-13,0.013032131
2023-12-14,0.006937831
2023-12-15,-0.003480841
2023-12-18,0.00011322
2023-12-19,0.004790988
2023-12-20,-0.004461734
2023-12-21,0.00270425
2023-12-22,-0.001354428
2023-12-27,0.00704105
2023-12-28,-0.001849088
2023-12-29,-0.000808689
2024-01-02,-0.002244021
2024-01-03,-0.003991664
2024-01-04,-0.000902147
2024-01-05,-0.000359025
2024-01-08,0.006471602
2024-01-09,-0.00071919
2024-01-10,-0.000370027
2024-01-11,0.000657206
2024-01-12,0.002279401
2024-01-15,0.001432683
2024-01-16,-0.006272296
2024-01-17,-0.007629546
2024-01-18,0.001176357
2024-01-19,0.002825705
2024-01-22,0.002950458
2024-01-23,0.00212692
2024-01-24,0.001429677
2024-01-25,0.002923768
2024-01-26,-0.001481709
2024-01-29,0.004800726
2024-01-30,0.00043072
2024-01-31,-0.005328614
2024-02-01,0.007237756
2024-02-02,-0.00141566
2024-02-05,-0.005223525
2024-02-06,0.004849013
2024-02-07,-0.000753775
2024-02-08,-0.002155033
2024-02-09,0.002587292
2024-02-12,0.000924439
2024-02-13,-0.008856948
2024-02-14,0.008000065
2024-02-15,0.006166663
2024-02-16,-0.000172754
2024-02-20,0.001005304
2024-02-21,-0.001234168
2024-02-22,0.006028024
2024-02-23,0.003210039
2024-02-26,-0.001490311
2024-02-27,0.000708881
2024-02-28,-0.000680704
2024-02-29,0.003543993
2024-03-01,0.006483642
2024-03-04,-8.27416E-05
2024-03-05,-0.000296395
2024-03-06,0.00240386
2024-03-07,0.004193145
2024-03-08,-0.00098794
2024-03-11,-0.000885297
2024-03-12,0.002204841
2024-03-13,9.39697E-06
2024-03-14,-0.003314538
2024-03-15,-0.001210872
2024-03-18,0.000480194
2024-03-19,0.003221156
2024-03-20,0.005159175
2024-03-21,0.002273184
2024-03-22,0.00069972
2024-03-25,-0.00222176
2024-03-26,-0.000707994
2024-03-27,0.007197072
2024-03-28,-0.00033159
2024-04-01,-0.002778509
2024-04-02,-0.002663244
2024-04-03,0.000890944
2024-04-04,-0.002077775
2024-04-05,0.0050853
2024-04-08,0.000354572
2024-04-09,0.003412961
2024-04-10,-0.005757104
2024-04-11,0.000468575
2024-04-12,-0.003811277
2024-04-15,-0.007179474
2024-04-16,-0.003276427
2024-04-17,-0.000919225
2024-04-18,-0.001567906
2024-04-19,-0.001793444
2024-04-22,0.002339372
2024-04-23,0.004727462
2024-04-24,0.000136967
2024-04-25,-0.003018691
2024-04-26,0.004724137
2024-04-29,0.003511955
2024-04-30,-0.006083132
2024-05-01,0.001007589
2024-05-02,0.003192603
2024-05-03,0.006233465
2024-05-06,0.006472971
2024-05-07,0.00315748
2024-05-08,-0.001304108
2024-05-09,0.002561056
2024-05-10,-0.001989104
2024-05-13,0.00068689
2024-05-14,0.001714596
2024-05-15,0.006057478
2024-05-16,0.000447135
2024-05-17,0.001050538
2024-05-21,0.002652885
2024-05-22,-0.003230271
2024-05-23,-0.003973457
2024-05-24,0.002129312
2024-05-27,0.001338299
2024-05-28,-0.002844582
2024-05-29,-0.007162204
2024-05-30,0.001108373
2024-05-31,0.004929793
2024-06-03,0.002551365
2024-06-04,-0.000335166
2024-06-05,0.007239056
2024-06-06,0.002036175
2024-06-07,-0.005403014
2024-06-10,0.001634696
2024-06-11,-0.002475097
2024-06-12,0.00454081
2024-06-13,-0.001039402
2024-06-14,-0.001367311
2024-06-17,-5.39973E-05
2024-06-18,0.002630947
2024-06-19,-0.001293032
2024-06-20,-0.000669245
2024-06-21,-0.0024011
2024-06-24,0.002903865
2024-06-25,-0.001177068
2024-06-26,-0.001703236
2024-06-27,0.001903936
2024-06-28,-0.001072654
2024-07-02,-0.000187334
2024-07-03,0.005353029
2024-07-04,0.00091048
2024-07-05,0.00128748
2024-07-08,0.001894859
2024-07-09,-0.001844615
2024-07-10,0.006047115
2024-07-11,0.005617407
2024-07-12,0.004298889
2024-07-15,0.001923347
2024-07-16,0.006591866
2024-07-17,-0.004260965
2024-07-18,-0.005145159
2024-07-19,-0.0035223
2024-07-22,0.005048257
2024-07-23,0.00057809
2024-07-24,-0.006698528
2024-07-25,-0.00132869
2024-07-26,0.007089258
2024-07-29,0.001280625
2024-07-30,0.000690183
2024-07-31,0.009118358
2024-08-01,-0.006982287
2024-08-02,-0.010627798
2024-08-06,-0.014966844
2024-08-07,-0.003997161
2024-08-08,0.007876608
2024-08-09,0.004345938
2024-08-12,0.002769603
2024-08-13,0.008071708
2024-08-14,0.00330288
2024-08-15,0.005662071
2024-08-16,0.003890559
2024-08-19,0.002517924
2024-08-20,0.000201133
2024-08-21,0.001727805
2024-08-22,-0.004232685
2024-08-23,0.006069834
2024-08-26,-0.001488117
2024-08-27,-0.001503448
2024-08-28,-0.003873202
2024-08-29,0.000697346
2024-08-30,0.002704857
2024-09-03,-0.005862506
2024-09-04,-0.001688889
2024-09-05,-0.000750417
2024-09-06,-0.005972634
2024-09-09,0.005296615
2024-09-10,0.002511036
2024-09-11,0.003124351
2024-09-12,0.007530885
2024-09-13,0.004822185
2024-09-16,0.003415123
2024-09-17,-0.000265352
2024-09-18,-0.002542633
2024-09-19,0.008274018
2024-09-20,-0.001275902
2024-09-23,-0.001080946
2024-09-24,0.00297314
2024-09-25,-0.002902143
2024-09-26,0.00554254
2024-09-27,0.003273796
2024-09-30,-0.000131256
2024-10-01,-0.001924868
2024-10-02,-0.003182081
2024-10-03,-0.00201913
2024-10-04,0.002299454
2024-10-07,-0.001439245
2024-10-08,0.00035119
2024-10-09,0.002848629
2024-10-10,0.003721486
2024-10-11,0.004967004
2024-10-15,0.001957304
2024-10-16,0.001681606
2024-10-17,-0.000374791
2024-10-18,0.004636067
2024-10-21,-0.004218764
2024-10-22,-0.001462184
2024-10-23,-0.004747057
2024-10-24,0.00139795
2024-10-25,-0.001038084
2024-10-28,0.003079032
2024-10-29,0.00048488
2024-10-30,-0.001191278
2024-10-31,-0.005952448
2024-11-01,9.95938E-05
2024-11-04,0.000783918
2024-11-05,0.003504495
2024-11-06,0.006587883
2024-11-07,0.006858646
2024-11-08,0.000299601
2024-11-11,8.94699E-05
2024-11-12,-0.004696409
2024-11-13,-0.002286526
2024-11-14,0.001023924
2024-11-15,-0.002471988
2024-11-18,0.001614288
2024-11-19,-0.001259236
2024-11-20,-0.001127163
2024-11-21,0.001407634
2024-11-22,0.003801554
2024-11-25,0.005616882
2024-11-26,0.001855968
2024-11-27,0.001270998
2024-11-28,0.000976526
2024-11-29,0.006312118
2024-12-02,0.00192074
2024-12-03,0.001291804
2024-12-04,0.002145032
2024-12-05,-0.000538005
2024-12-06,0.004615319
2024-12-09,-0.001750371
2024-12-10,-0.001664368
2024-12-11,0.001228615
2024-12-12,-0.003757582
2024-12-13,-0.002263001
2024-12-16,-0.000995688
2024-12-17,0.000775705
2024-12-18,-0.013254515
2024-12-19,-0.006705398
2024-12-20,0.004610065
2024-12-23,0.004246414
2024-12-24,0.002444799
2024-12-27,-0.00031671
2024-12-30,-0.003724611
2024-12-31,0.001748409
2025-01-02,0.003353185
2025-01-03,0.003615526
2025-01-06,-0.000283953
2025-01-07,-0.003681983
2025-01-08,0.000278343
2025-01-09,-0.000437933
2025-01-10,-0.009073057
2025-01-13,-0.005594966
2025-01-14,0.000249291
2025-01-15,0.009304582
2025-01-16,0.004484516
2025-01-17,0.005226991
2025-01-20,0.002978377
2025-01-21,0.003819609
2025-01-22,0.000460847
2025-01-23,0.001711573
2025-01-24,0.001298082
2025-01-27,-0.00229521
2025-01-28,0.002325725
2025-01-29,0.002140188
2025-01-30,0.006656304
2025-01-31,-0.001627589
2025-02-03,-0.003035526
2025-02-04,-0.001371899
2025-02-05,0.005348011
2025-02-06,0.001109008
2025-02-07,-0.005775135
2025-02-10,0.004033633
2025-02-11,-0.002308616
2025-02-12,-0.002959302
2025-02-13,0.005164189
2025-02-14,-0.0021991
2025-02-18,0.00210013
2025-02-19,-0.00022405
2025-02-20,-0.003182402
2025-02-21,-0.003954466
2025-02-24,0.000309491
2025-02-25,0.001635404
2025-02-26,0.004346481
2025-02-27,-0.004714283
2025-02-28,0.003283265
2025-03-03,-0.00381988
2025-03-04,-0.005785148
2025-03-05,0.004702053
2025-03-06,-0.010477766
2025-03-07,0.00580035
2025-03-10,-0.009039022
2025-03-11,-0.001742365
2025-03-12,0.000467811
2025-03-13,-0.004200231
2025-03-14,0.008668167
2025-03-17,0.005415829
2025-03-18,-0.000755262
2025-03-19,0.006501392
2025-03-20,-0.001088242
2025-03-21,-0.001561477
2025-03-24,0.003370012
2025-03-25,0.001531019
2025-03-26,-0.007063368
2025-03-27,0.001922178
2025-03-28,-0.007933751
2025-03-31,0.002738763
2025-04-01,0.002790007
2025-04-02,0.002887032
2025-04-03,-0.026808036
2025-04-04,-0.0255417
2025-04-07,-0.018874006
2025-04-08,-0.005824314
2025-04-09,0.027903348
2025-04-10,-0.011476937
2025-04-11,0.007222459
2025-04-14,0.01108248
2025-04-15,0.005282906
2025-04-16,-0.002797493
2025-04-17,0.00081854
2025-04-21,-0.00894239
2025-04-22,0.008844759
2025-04-23,0.006450767
2025-04-24,0.009337546
2025-04-25,0.000948616
2025-04-28,0.002005765
2025-04-29,0.003737123
2025-04-30,0.000707375
2025-05-01,-0.000673924
2025-05-02,0.005397543
2025-05-05,-0.000172215
2025-05-06,0.000290714
2025-05-07,0.003113989
2025-05-08,0.002772628
2025-05-09,0.0045186
2025-05-12,0.008580093
2025-05-13,0.002560745
2025-05-14,-0.000451176
2025-05-15,0.005729978
2025-05-16,0.002020715
2025-05-20,-0.001074329
2025-05-21,-0.008142181
2025-05-22,-0.000575724
2025-05-23,-0.001791486
2025-05-26,0.003569626
2025-05-27,0.006953873
2025-05-28,0.000137324
2025-05-29,0.00188432
2025-05-30,-0.002037938
2025-06-02,0.001937944
2025-06-03,0.001931801
2025-06-04,0.001012556
2025-06-05,-6.65237E-05
2025-06-06,0.001143402
2025-06-09,0.000720002
2025-06-10,0.002199697
2025-06-11,0.000721299
2025-06-12,0.000218118
2025-06-13,-0.005994256
2025-06-16,0.002371315
2025-06-17,-0.001544791
2025-06-18,0.003470667
2025-06-19,-0.001466714
2025-06-20,0.000976859
2025-06-23,0.002517769
2025-06-24,0.005173971
2025-06-25,-0.00195333
2025-06-26,0.00344409
2025-06-27,0.002012512
2025-06-30,0.00368712
2025-07-02,0.000670616
2025-07-03,0.001340815
2025-07-04,0.001111037
2025-07-07,-0.002133423
2025-07-08,-0.000354822
2025-07-09,0.004499547
2025-07-10,0.001322608
2025-07-11,-0.003728103
2025-07-14,0.000901208
2025-07-15,-0.003637967
2025-07-16,0.001475734
2025-07-17,0.004724065
2025-07-18,-0.00085622
2025-07-21,0.002192762
2025-07-22,0.000278141
2025-07-23,0.002463861
2025-07-24,0.000388181
2025-07-25,0.003058153
2025-07-28,-0.001645911
2025-07-29,0.002206868
2025-07-30,-0.002352202
2025-07-31,-0.001953279
2025-08-01,-0.00521903
2025-08-05,0.009150788
2025-08-06,0.002903464
2025-08-07,0.001093484
2025-08-08,0.001365437
2025-08-11,0.000469643
2025-08-12,0.004061157
2025-08-13,0.004555879
2025-08-14,-0.001415216
2025-08-15,-1.61057E-05
2025-08-18,0.000158904
2025-08-19,-0.000855581
2025-08-20,-0.000103908
2025-08-21,0.001428928
2025-08-22,0.00757338
2025-08-25,-0.002604212
2025-08-26,0.001260359
2025-08-27,0.000837044
2025-08-28,-1.68974E-05
2025-08-29,0.000117734
2025-09-02,-0.001295059
2025-09-03,0.003016945
2025-09-04,0.005242609
2025-09-05,0.00456613
2025-09-08,0.002804146
2025-09-09,0.000159333
2025-09-10,0.004301274
2025-09-11,0.004964533
2025-09-12,-0.000407758
2025-09-15,0.002558053
2025-09-16,-0.002163927
2025-09-17,-8.03839E-05
2025-09-18,0.002964345
2025-09-19,0.001815703
2025-09-22,0.004363331
2025-09-23,-0.000893988
2025-09-24,5.36123E-06
2025-09-25,-0.001830352
2025-09-26,0.002553171
2025-09-29,0.004394009
2025-09-30,0.001302503
2025-10-01,0.003047522
2025-10-02,0.002419555
2025-10-03,0.0032459
2025-10-06,0.001428449
2025-10-07,-0.002463742
2025-10-08,0.003358395
2025-10-09,-0.002249347
2025-10-10,-0.010150586
2025-10-14,0.010015686
2025-10-15,0.006209532
2025-10-16,-0.001214202
2025-10-17,-0.004983046
2025-10-20,0.008006139
2025-10-21,-0.006892821
2025-10-22,-0.00102379
2025-10-23,0.002878192
2025-10-24,0.004717993
2025-10-27,0.002264346
2025-10-28,-0.000309486
2025-10-29,-0.00478426
2025-10-30,0.000210991
2025-10-31,0.002076254
2025-11-03,0.000896341
2025-11-04,-0.008554082
2025-11-05,0.004074861
2025-11-06,-0.002006119
2025-11-07,-0.002014855
2025-11-10,0.007241087
2025-11-11,0.001768705
2025-11-12,0.005087447
2025-11-13,-0.008421476
2025-11-14,-0.002504513
2025-11-17,-0.005007946
2025-11-18,-0.005219018
2025-11-19,0.002734504
2025-11-20,-0.004953457
2025-11-21,0.004371624
2025-11-24,0.008621709
2025-11-25,0.006525284
2025-11-26,0.005941364
2025-11-27,0.000706167
2025-11-28,0.001243317
2025-12-01,-0.004527079
2025-12-02,0.000182906
2025-12-03,0.001911266
2025-12-04,0.002449428
2025-12-05,-0.006674056
2025-12-08,-0.001851943
2025-12-09,-0.000522569
2025-12-10,0.004898089
2025-12-11,0.001257763
2025-12-12,-0.002037742
2025-12-15,-0.000437156
2025-12-16,-0.003592785
2025-12-17,-0.001656205
2025-12-18,0.002555517
2025-12-19,0.004909668
2025-12-22,0.004249429
2025-12-23,0.002103033
2025-12-24,-0.000541623
2025-12-29,-0.001437389
2025-12-30,-0.000527883
2025-12-31,-0.002276371
